Region;Country;Sales_Reps;First _Name;Last _Name;Gender;Age;Rank _Levels;Stores;Products;Years;N_Months;Revenue;Months
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2019;July;14752.59269;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2019;July;4390.532813;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2019;July;8754.009293;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2019;July;10478.28787;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2019;July;2445.764198;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2019;July;19110.87268;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2019;July;9017.43575;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2019;July;3668.041728;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2019;July;356.1357312;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2019;July;21429.142;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2019;July;6888.598714;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2019;July;2658.791117;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2019;July;4544.481264;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2019;July;20614.75438;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2019;July;2441.66325;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2019;July;20382.94143;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2019;July;2377.245524;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2019;July;69084.24507;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2019;July;15363.41328;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2019;July;97680.49009;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2019;July;30647.33155;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2019;July;18370.93412;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2019;July;14458.0403;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2019;July;20078.33039;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2019;July;504.4693893;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2019;July;20010.4833;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2019;July;6615.569203;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2019;July;18910.97395;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2019;July;2850.147533;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2019;July;19566.72029;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2019;July;5784.945869;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2019;July;3743.626199;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2019;July;7811.546481;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2019;July;18455.16718;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2019;July;7234.410086;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2019;July;5693.07648;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2019;July;1286.558515;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2019;July;8953.299456;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2019;July;50291.54202;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2019;July;10860.49536;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2019;July;21653.6105;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2019;July;16012.92478;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2019;July;14215.99334;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2019;July;12750.92582;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2019;July;2536.095744;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2019;July;3952.032768;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2019;July;11635.6608;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2019;July;9464.63232;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2019;July;791.052288;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2019;July;49797.23428;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2019;July;6985.42932;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2019;July;63031.81947;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2019;July;1001.363866;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2019;July;54669.92026;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2019;July;10156.38221;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2019;July;26462.85824;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2019;July;4086.33344;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2019;July;5190.095831;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2019;July;4016.521544;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2019;July;8995.18464;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2019;July;1413.878907;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2019;July;28537.12429;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2019;July;29890.39288;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2019;July;40757.72314;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2019;July;12033.73081;201907
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2019;July;127762.3302;201907
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2019;July;63351.07072;201907
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2019;July;111264.6313;201907
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2019;July;11228.08136;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2019;July;23109.16884;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2019;July;3847.069901;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2019;July;11730.16166;201907
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2019;July;4089.515213;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2019;July;29465.856;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2019;July;7924.646707;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2019;July;4720.4352;201907
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2019;July;5290.131456;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2019;July;20408.83762;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2019;July;6210.393606;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2019;July;12018.39335;201907
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2019;July;3651.790012;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2019;July;22745.24615;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2019;July;7679.228412;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2019;July;10545.21582;201907
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2019;July;3947.6417;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2019;July;30316.7297;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2019;July;93319.00471;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2019;July;45896.19474;201907
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2019;July;34848.52208;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2019;July;9650.387755;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2019;July;5411.814654;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2019;July;24553.93554;201907
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2019;July;3881.54563;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2019;July;12521.10459;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2019;July;13736.41851;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2019;July;15672.3241;201907
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2019;July;1097.131622;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2019;July;13314.18913;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2019;July;6396.142879;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2019;July;30079.40383;201907
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2019;July;7985.326326;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2019;July;4274.51351;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2019;July;6316.74839;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2019;July;8684.422656;201907
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2019;July;2662.367232;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2019;July;102039.9698;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2019;July;37904.56832;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2019;July;22707.34336;201907
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2019;July;12010.48781;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2019;July;11174.1261;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2019;July;2681.696748;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2019;July;18255.61221;201907
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2019;July;3137.388872;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2019;July;22985.77306;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2019;July;8471.414784;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2019;July;2291.12832;201907
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2019;July;1862.12352;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2019;July;65993.73914;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2019;July;21866.46454;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2019;July;13698.90529;201907
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2019;July;13339.66406;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2019;July;11016.17664;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2019;July;6342.189056;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2019;July;41278.64832;201907
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2019;July;2025.046016;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2019;July;9984.811991;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2019;July;5285.395169;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2019;July;8876.43095;201907
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2019;July;1269.489992;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2019;July;34915.54001;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2019;July;7277.15414;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2019;July;39802.32622;201907
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2019;July;7202.081341;201907
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2019;August;85669.5945;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2019;August;26985.03828;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2019;August;57307.51326;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2019;August;9161.376618;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2019;August;16320.59042;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2019;August;3161.811724;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2019;August;561.972411;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2019;August;963.7272691;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2019;August;24976.10143;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2019;August;4361.365452;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2019;August;9427.666248;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2019;August;3053.283932;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2019;August;32611.10556;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2019;August;1071.073976;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2019;August;7591.880246;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2019;August;1426.102724;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2019;August;3330.032642;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2019;August;2609.971251;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2019;August;2534.234583;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2019;August;1591.462804;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2019;August;271781.1068;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2019;August;23404.44454;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2019;August;51283.10022;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2019;August;8677.376548;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2019;August;56539.03145;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2019;August;5171.050756;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2019;August;1402.072111;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2019;August;2592.011778;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2019;August;24510.28834;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2019;August;1367.025327;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2019;August;7071.019956;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2019;August;1361.226747;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2019;August;64899.78835;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2019;August;6174.304864;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2019;August;6035.492343;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2019;August;1136.06949;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2019;August;2178.116076;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2019;August;1849.337804;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2019;August;5393.084697;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2019;August;654.4705306;201908
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2019;August;40951.70513;201908
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2019;August;11201.74625;201908
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2019;August;23190.83267;201908
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2019;August;5354.098042;201908
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2019;August;48148.03375;201908
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2019;August;1802.648676;201908
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2019;August;5652.62678;201908
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2019;August;427.3748076;201908
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2019;August;34567.4831;201908
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2019;August;2122.646803;201908
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2019;August;8603.595;201908
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2019;August;2449.56096;201908
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2019;August;65036.50043;201908
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2019;August;12360.0959;201908
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2019;August;25076.74129;201908
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2019;August;4166.829241;201908
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2019;August;9381.601152;201908
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2019;August;4725.934752;201908
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2019;August;5867.59173;201908
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2019;August;2441.116339;201908
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2019;August;18011.87162;201908
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2019;August;105.5719526;201908
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2019;August;1233.728496;201908
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2019;August;653.6775168;201908
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2019;August;125097.9483;201908
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2019;August;10217.42346;201908
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2019;August;9823.471258;201908
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2019;August;8637.356851;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2019;August;102641.1091;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2019;August;22488.5773;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2019;August;28007.8759;201908
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2019;August;2254.285313;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2019;August;3748.498871;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2019;August;1253.970305;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2019;August;6063.075018;201908
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2019;August;1161.195679;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2019;August;43273.38775;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2019;August;3963.751546;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2019;August;9000.099108;201908
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2019;August;2672.158326;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2019;August;37515.89397;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2019;August;3119.095406;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2019;August;3426.566573;201908
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2019;August;355.7041932;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2019;August;39498.92497;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2019;August;2075.989191;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2019;August;4948.649466;201908
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2019;August;506.4581846;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2019;August;83987.419;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2019;August;26028.03586;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2019;August;6494.186449;201908
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2019;August;4225.656315;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2019;August;26316.50406;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2019;August;4258.95459;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2019;August;1789.470643;201908
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2019;August;3733.510911;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2019;August;44270.30184;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2019;August;735.9194304;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2019;August;9554.693148;201908
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2019;August;1625.124695;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2019;August;13982.33836;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2019;August;4531.497586;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2019;August;5750.566141;201908
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2019;August;1379.355041;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2019;August;9076.023855;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2019;August;301.6064621;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2019;August;6165.228069;201908
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2019;August;719.3140416;201908
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2019;August;103086.0984;201908
